#,BPM,Genres,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud (Db),Key,Time Signature,Camelot,Duration_sec,Genre,genre_encoded,Key_encoded,Camelot_encoded,Has_Tekno,Has_Acid,Has_Industrial,Has_Rave,Has_Warehouse,Has_Minimal,Has_Trance,Has_House,Has_Bass,Has_Dark
529,155,hard techno,74,97,1,34,37,20,50,-5,B Minor,4,10A,241.0,Hard Techno,0,5,0,0,0,0,0,0,0,0,0,0,0
530,150,"hard techno, techno, tekno",55,83,1,33,11,0,0,-5,D Major,4,10B,449.0,Hard Techno,0,10,1,1,0,0,0,0,0,0,0,0,0
531,133,"melodic techno, minimal techno, techno, deep house, melodic house",67,83,2,93,6,0,10,-11,G Major,4,9B,371.0,Melodic Techno,2,20,23,0,0,0,0,0,1,0,1,0,0
532,155,"hard techno, acid techno",58,99,3,71,34,0,10,-6,G Major,4,9B,330.0,Hard Techno,0,20,23,0,1,0,0,0,0,0,0,0,0
533,143,"psytrance, progressive trance, trance",65,97,1,86,24,10,10,-6,G Major,4,9B,195.0,Melodic Techno,2,20,23,0,0,0,0,0,0,1,0,0,0
534,155,"big room, techno, hard techno, acid techno, hypertechno, eurodance",63,94,3,55,22,10,40,-7,B Major,4,1B,219.0,Hard Techno,0,4,7,0,1,0,0,0,0,0,0,0,0
535,147,"djent, progressive metal, synthwave, electronic rock",47,100,0,90,4,10,10,-5,B Minor,4,10A,275.0,Melodic Techno,2,5,0,0,0,0,0,0,0,0,0,0,0
536,155,"slap house, italo dance, eurodance",57,94,1,28,32,20,10,-5,G#/A♭ Minor,4,1A,142.0,Melodic Techno,2,23,6,0,0,0,0,0,0,0,1,0,0
537,153,"hard techno, techno, acid techno, ",72,97,0,78,53,0,10,-4,G#/A♭ Minor,4,1A,327.0,Hard Techno,0,23,6,0,1,0,0,0,0,0,0,0,0
538,140,psytrance,52,81,0,53,10,0,10,-7,B Minor,4,10A,333.0,Trance,4,5,0,0,0,0,0,0,0,1,0,0,0
539,145,"soundtrack, electro house",67,100,1,85,25,0,20,-8,A#/B♭ Minor,4,3A,311.0,Melodic Techno,2,3,10,0,0,0,0,0,0,0,1,0,0
540,146,"techno, hard techno, psytrance, acid techno, tekno",62,91,0,88,33,0,10,-9,G Major,3,9B,215.0,Hard Techno,0,20,23,1,1,0,0,0,0,1,0,0,0
541,140,"djent, progressive metal, synthwave, electronic rock",49,97,4,49,4,10,10,-6,C♯/D♭ Major,4,3B,261.0,Melodic Techno,2,8,11,0,0,0,0,0,0,0,0,0,0
542,160,"hard techno, acid techno, techno, tekno",64,93,2,77,54,0,0,-7,B Major,4,1B,315.0,Hard Techno,0,4,7,1,1,0,0,0,0,0,0,0,0
543,154,"hard techno, techno, tekno",74,93,17,82,92,10,10,-5,G#/A♭ Major,4,4B,126.0,Hard Techno,0,22,13,1,0,0,0,0,0,0,0,0,0
544,160,"hypertechno, afro house",54,92,0,87,7,0,10,-7,E Minor,4,9A,99.0,Melodic Techno,2,15,22,0,0,0,0,0,0,0,1,0,0
545,150,"hard techno, techno, tekno",58,89,59,69,3,0,10,-9,B Major,4,1B,119.0,Hard Techno,0,4,7,1,0,0,0,0,0,0,0,0,0
546,160,"hard techno, techno, acid techno, bounce, tekno",75,61,0,20,30,10,10,-13,G Major,4,9B,268.0,Hard Techno,0,20,23,1,1,0,0,0,0,0,0,0,0
547,165,bossa nova,80,64,34,74,15,20,10,-7,D Major,4,10B,273.0,Other,3,10,1,0,0,0,0,0,0,0,0,0,0
549,128,electroclash,79,64,0,83,46,0,0,-9,F#/G♭ Major,4,2B,100.0,Other,3,18,9,0,0,0,0,0,0,0,0,0,0
550,75,"hard techno, techno, tekno, rally house, acid techno",79,59,78,82,32,0,10,-10,A Major,4,11B,89.0,Hard Techno,0,0,3,1,1,0,0,0,0,0,1,0,0
551,140,techno,64,73,21,60,34,0,60,-14,G#/A♭ Major,4,4B,204.0,Other,3,22,13,0,0,0,0,0,0,0,0,0,0
552,146,moombahton,71,98,0,75,59,0,10,-6,A#/B♭ Minor,4,3A,173.0,Other,3,3,10,0,0,0,0,0,0,0,0,0,0
553,128,"bass house, tech house, g-house, latin house, tribal house",76,91,3,91,4,0,30,-6,F#/G♭ Major,4,2B,176.0,Melodic Techno,2,18,9,0,0,0,0,0,0,0,1,1,0
554,118,"witch house, electroclash, new rave, alternative dance",52,53,9,0,8,0,10,-10,G#/A♭ Major,4,4B,192.0,Hard Techno,0,22,13,0,0,0,1,0,0,0,1,0,0
555,140,"trance, hard house",51,97,0,82,32,0,10,-9,A Minor,4,8A,425.0,Melodic Techno,2,1,20,0,0,0,0,0,0,1,1,0,0
556,165,"happy hardcore, eurodance, gabber",62,72,5,0,38,0,10,-7,G Major,4,9B,231.0,Other,3,20,23,0,0,0,0,0,0,0,0,0,0
557,150,bounce,59,100,2,42,49,10,30,-3,D#/E♭ Minor,4,2A,161.0,Other,3,13,8,0,0,0,0,0,0,0,0,0,0
558,134,"techno, tech house, melodic techno, acid techno",69,95,1,79,21,0,20,-4,G Major,4,9B,213.0,Hard Techno,0,20,23,0,1,0,0,0,0,0,1,0,0
559,145,"new wave, synthpop, darkwave, techno, hard techno, psytrance, acid techno, tekno",69,89,1,88,22,0,10,-6,C Major,4,8B,537.0,Hard Techno,0,6,21,1,1,0,0,0,0,1,0,0,1
560,156,"melodic techno, minimal techno, techno, deep house, melodic house, ",38,76,0,19,57,0,0,-7,A#/B♭ Minor,3,3A,312.0,Melodic Techno,2,3,10,0,0,0,0,0,1,0,1,0,0
562,145,"hardstyle, hardcore, frenchcore",60,94,0,79,25,0,0,-6,G Minor,4,6A,226.0,Other,3,21,16,0,0,0,0,0,0,0,0,0,0
564,135,stutter house,21,79,0,84,4,0,10,-8,E Minor,4,9A,246.0,Melodic Techno,2,15,22,0,0,0,0,0,0,0,1,0,0
565,145,"psytrance, trance, progressive trance",27,99,0,89,22,0,0,-5,A#/B♭ Major,4,6B,488.0,Melodic Techno,2,2,17,0,0,0,0,0,0,1,0,0,0
566,130,"minimal techno, psytrance",75,59,1,60,27,10,10,-9,C♯/D♭ Major,4,3B,446.0,Trance,4,8,11,0,0,0,0,0,1,1,0,0,0
567,140,"trance, happy hardcore, techno",78,48,12,44,54,20,30,-11,D Major,4,10B,178.0,Trance,4,10,1,0,0,0,0,0,0,1,0,0,0
568,142,"techno, acid techno, hard techno, tekno",59,90,1,29,26,0,10,-3,F#/G♭ Minor,4,11A,191.0,Hard Techno,0,19,2,1,1,0,0,0,0,0,0,0,0
569,133,"techno, melodic techno",74,98,0,92,22,0,10,-7,A#/B♭ Minor,4,3A,391.0,Melodic Techno,2,3,10,0,0,0,0,0,0,0,0,0,0
571,124,"indie dance, melodic techno",81,94,1,88,55,0,0,-6,A Major,4,11B,370.0,Melodic Techno,2,0,3,0,0,0,0,0,0,0,0,0,0
572,127,minimal techno,80,59,0,87,19,0,10,-13,G Major,4,9B,348.0,Other,3,20,23,0,0,0,0,0,1,0,0,0,0
573,129,melodic techno,78,80,1,13,10,0,30,-7,B Major,4,1B,169.0,Melodic Techno,2,4,7,0,0,0,0,0,0,0,0,0,0
575,124,"melodic techno, melodic house, techno, big room, slap house",69,89,19,3,7,0,20,-6,D Major,4,10B,238.0,Melodic Techno,2,10,1,0,0,0,0,0,0,0,1,0,0
576,128,"dubstep, moombahton, edm, dub",64,90,0,5,15,10,10,-3,F Minor,4,4A,301.0,Industrial/Dark,1,17,12,0,0,0,0,0,0,0,0,0,0
577,140,"dubstep, moombahton, edm, dub",51,95,0,48,6,0,40,-4,C♯/D♭ Major,4,3B,246.0,Industrial/Dark,1,8,11,0,0,0,0,0,0,0,0,0,0
578,128,"edm, dubstep, moombahton, dub",65,86,1,3,63,10,10,-5,G Major,4,9B,177.0,Industrial/Dark,1,20,23,0,0,0,0,0,0,0,0,0,0
579,128,"dubstep, moombahton, edm, dub",67,95,0,15,38,0,50,-3,C♯/D♭ Major,4,3B,261.0,Industrial/Dark,1,8,11,0,0,0,0,0,0,0,0,0,0
580,128,"dubstep, moombahton, edm, dub",66,95,0,45,30,10,10,-3,A Major,4,11B,263.0,Industrial/Dark,1,0,3,0,0,0,0,0,0,0,0,0,0
581,128,"dubstep, moombahton, edm, dub",57,100,0,92,20,0,20,-4,A#/B♭ Minor,4,3A,296.0,Industrial/Dark,1,3,10,0,0,0,0,0,0,0,0,0,0
582,128,"dubstep, moombahton, edm, dub",67,97,0,87,4,10,20,-3,A Major,4,11B,298.0,Industrial/Dark,1,0,3,0,0,0,0,0,0,0,0,0,0
583,106,"downtempo, electronica, trip hop",68,85,1,7,81,0,10,-5,F#/G♭ Major,4,2B,218.0,Other,3,18,9,0,0,0,0,0,0,0,0,0,0
584,140,"djent, progressive metal, synthwave, electronic rock",50,91,0,90,27,0,50,-7,A#/B♭ Minor,4,3A,307.0,Melodic Techno,2,3,10,0,0,0,0,0,0,0,0,0,0
585,110,"djent, progressive metal, synthwave, electronic rock",60,79,36,89,23,0,60,-7,E Minor,4,9A,375.0,Melodic Techno,2,15,22,0,0,0,0,0,0,0,0,0,0
586,85,nu jazz,45,73,0,83,33,0,30,-8,G Major,4,9B,298.0,Other,3,20,23,0,0,0,0,0,0,0,0,0,0
587,174,"dubstep, deathstep, riddim",44,96,0,66,10,10,30,-1,G#/A♭ Minor,4,1A,342.0,Other,3,23,6,0,0,0,0,0,0,0,0,0,0
588,128,synthwave,60,79,9,86,67,0,10,-10,C Minor,3,5A,363.0,Other,3,7,14,0,0,0,0,0,0,0,0,0,0
589,128,"krautrock, space rock, soul jazz",88,74,3,81,97,0,40,-10,C♯/D♭ Major,4,3B,153.0,Other,3,8,11,0,0,0,0,0,0,0,0,0,0
590,117,"french house, new rave, electronic rock",69,79,2,37,28,30,10,-5,A Major,4,11B,234.0,Hard Techno,0,0,3,0,0,0,1,0,0,0,1,0,0
591,128,"drum and bass, drumstep, dubstep, breakbeat, bass music, jungle",69,80,0,88,14,0,20,-2,F#/G♭ Minor,4,11A,319.0,Other,3,19,2,0,0,0,0,0,0,0,0,1,0
592,130,synthwave,65,71,1,36,4,0,0,-7,D Major,4,10B,276.0,Other,3,10,1,0,0,0,0,0,0,0,0,0,0
593,129,"synthwave, french house",72,93,1,47,16,0,0,-5,G#/A♭ Major,4,4B,271.0,Melodic Techno,2,22,13,0,0,0,0,0,0,0,1,0,0
594,120,"minimal techno, electronica",75,46,20,87,35,0,10,-14,C♯/D♭ Major,4,3B,442.0,Other,3,8,11,0,0,0,0,0,1,0,0,0,0
595,128,"italo disco, disco, hi-nrg, disco house, nu disco, post-disco, french house",65,96,0,91,97,0,0,-7,D Minor,4,7A,210.0,Melodic Techno,2,11,18,0,0,0,0,0,0,0,1,0,0
597,140,"psytrance, progressive trance, trance",63,93,3,91,36,0,30,-6,B Minor,4,10A,246.0,Melodic Techno,2,5,0,0,0,0,0,0,0,1,0,0,0
598,122,"melodic house, melodic techno, deep house, progressive house",56,66,6,63,4,0,10,-11,F Minor,4,4A,253.0,Melodic Techno,2,17,12,0,0,0,0,0,0,0,1,0,0
599,128,"techno, acid techno, hard techno, tekno",70,74,0,84,7,0,10,-11,B Minor,4,10A,487.0,Hard Techno,0,5,0,1,1,0,0,0,0,0,0,0,0
600,95,"edm, dubstep, riddim, deathstep, bass music, dub",70,49,20,84,20,0,20,-8,C♯/D♭ Major,4,3B,212.0,Industrial/Dark,1,8,11,0,0,0,0,0,0,0,0,1,0
601,124,"melodic techno, melodic house, techno, progressive house",65,66,3,91,2,0,60,-10,F Minor,4,4A,464.0,Melodic Techno,2,17,12,0,0,0,0,0,0,0,1,0,0
602,190,"idm, electronica, grime, trip hop, dubstep, dub",37,78,9,91,4,0,0,-9,D Minor,4,7A,310.0,Other,3,11,18,0,0,0,0,0,0,0,0,0,0
603,122,melodic techno,69,63,12,58,36,0,10,-11,G#/A♭ Minor,4,1A,189.0,Melodic Techno,2,23,6,0,0,0,0,0,0,0,0,0,0
604,120,"synthwave, french house",56,64,3,89,12,0,0,-4,C♯/D♭ Minor,4,12A,224.0,Melodic Techno,2,9,4,0,0,0,0,0,0,0,1,0,0
605,110,"synthwave, french house",54,56,2,80,20,0,10,-3,C♯/D♭ Major,4,3B,205.0,Melodic Techno,2,8,11,0,0,0,0,0,0,0,1,0,0
606,176,"synthwave, french house",52,70,0,84,41,0,20,-7,F#/G♭ Major,4,2B,213.0,Melodic Techno,2,18,9,0,0,0,0,0,0,0,1,0,0
607,94,"shoegaze, alternative metal",56,91,1,79,25,0,40,-5,A#/B♭ Minor,4,3A,175.0,Other,3,3,10,0,0,0,0,0,0,0,0,0,0
608,128,"edm, progressive house, dubstep",47,85,0,84,10,0,0,-7,D Major,4,10B,418.0,Melodic Techno,2,10,1,0,0,0,0,0,0,0,1,0,0
609,112,"organic house, tribal house, afro house",84,43,4,52,27,0,10,-13,C♯/D♭ Major,4,3B,414.0,Melodic Techno,2,8,11,0,0,0,0,0,0,0,1,0,0
610,141,"idm, electro, acid house",55,90,2,87,32,0,10,-9,C♯/D♭ Minor,4,12A,329.0,Melodic Techno,2,9,4,0,1,0,0,0,0,0,1,0,0
611,86,synthwave,44,24,20,99,9,0,10,-19,G#/A♭ Minor,4,1A,52.0,Other,3,23,6,0,0,0,0,0,0,0,0,0,0
612,128,melodic techno,58,79,5,87,31,0,30,-9,G#/A♭ Major,4,4B,498.0,Melodic Techno,2,22,13,0,0,0,0,0,0,0,0,0,0
613,128,"melodic techno, ",62,78,13,87,19,0,30,-8,G#/A♭ Minor,4,1A,438.0,Melodic Techno,2,23,6,0,0,0,0,0,0,0,0,0,0
614,125,melodic techno,62,70,16,85,26,0,10,-10,F Minor,4,4A,414.0,Melodic Techno,2,17,12,0,0,0,0,0,0,0,0,0,0
615,137,melodic techno,59,87,2,86,82,0,30,-10,C♯/D♭ Minor,4,12A,429.0,Melodic Techno,2,9,4,0,0,0,0,0,0,0,0,0,0
616,174,"drum and bass, bass house, deep house",62,96,1,0,50,0,20,-1,A#/B♭ Minor,4,3A,203.0,Melodic Techno,2,3,10,0,0,0,0,0,0,0,1,1,0
617,135,"techno, minimal techno",66,86,0,86,81,0,10,-8,C Major,4,8B,291.0,Other,3,6,21,0,0,0,0,0,1,0,0,0,0
618,130,"acid techno, ebm, breakbeat, idm",52,94,0,93,19,0,0,-5,D Major,4,10B,359.0,Hard Techno,0,10,1,0,1,0,0,0,0,0,0,0,0
619,128,melodic techno,65,87,71,91,8,0,10,-7,G Minor,4,6A,138.0,Melodic Techno,2,21,16,0,0,0,0,0,0,0,0,0,0
620,129,"melodic techno, techno, acid techno, melodic house",77,71,1,86,5,0,10,-11,B Major,4,1B,377.0,Hard Techno,0,4,7,0,1,0,0,0,0,0,1,0,0
621,122,"melodic techno, indie dance, melodic house",62,91,0,88,43,0,0,-8,B Minor,4,10A,554.0,Melodic Techno,2,5,0,0,0,0,0,0,0,0,1,0,0
622,170,stutter house,57,49,52,84,4,0,30,-18,C♯/D♭ Major,4,3B,206.0,Melodic Techno,2,8,11,0,0,0,0,0,0,0,1,0,0
623,130,"melodic techno, melodic house, techno",60,89,1,13,4,0,0,-6,E Minor,4,9A,186.0,Melodic Techno,2,15,22,0,0,0,0,0,0,0,1,0,0
624,120,"witch house, electroclash, new rave, alternative dance, noise rock, industrial",74,69,20,3,88,0,20,-8,E Minor,4,9A,258.0,Hard Techno,0,15,22,0,0,1,1,0,0,0,1,0,0
626,128,"melodic techno, melodic house, techno, stutter house",77,89,8,35,26,0,10,-6,D Major,4,10B,146.0,Melodic Techno,2,10,1,0,0,0,0,0,0,0,1,0,0
627,123,"melodic techno, melodic house, indie dance",57,87,0,26,4,0,0,-7,E Minor,4,9A,372.0,Melodic Techno,2,15,22,0,0,0,0,0,0,0,1,0,0
628,128,"melodic techno, techno, acid techno, melodic house",62,79,0,84,4,0,10,-10,G#/A♭ Minor,4,1A,382.0,Hard Techno,0,23,6,0,1,0,0,0,0,0,1,0,0
630,124,"melodic techno, melodic house, techno",76,60,0,91,6,0,0,-12,B Minor,4,10A,512.0,Melodic Techno,2,5,0,0,0,0,0,0,0,0,1,0,0
631,145,"psytrance, trance",58,88,21,89,11,0,10,-11,G#/A♭ Major,4,4B,605.0,Trance,4,22,13,0,0,0,0,0,0,1,0,0,0
632,118,deep house,73,59,37,54,35,0,10,-14,F#/G♭ Minor,4,11A,236.0,Melodic Techno,2,19,2,0,0,0,0,0,0,0,1,0,0
634,150,"hard house, stutter house, hypertechno",68,68,6,26,54,0,10,-9,E Major,4,12B,136.0,Melodic Techno,2,14,5,0,0,0,0,0,0,0,1,0,0
635,170,stutter house,69,62,19,88,6,0,10,-7,C♯/D♭ Minor,4,12A,211.0,Melodic Techno,2,9,4,0,0,0,0,0,0,0,1,0,0
636,123,"idm, drone, trip hop",65,59,0,0,20,0,10,-9,F Major,4,7B,267.0,Other,3,16,19,0,0,0,0,0,0,0,0,0,0
641,118,"afro house, house, edm, dance, ",72,79,0,4,43,0,0,-9,B Minor,4,10A,191.0,Melodic Techno,2,5,0,0,0,0,0,0,0,0,1,0,0
642,128,"melodic techno, melodic house, techno, ",75,63,0,37,33,0,0,-8,G Major,4,9B,266.0,Melodic Techno,2,20,23,0,0,0,0,0,0,0,1,0,0
644,132,"stutter house, house, ",72,95,3,8,60,0,20,-6,D Minor,4,7A,238.0,Melodic Techno,2,11,18,0,0,0,0,0,0,0,1,0,0
645,140,uk funky,67,73,2,0,51,10,0,-5,G#/A♭ Major,4,4B,219.0,Other,3,22,13,0,0,0,0,0,0,0,0,0,0
646,136,"trance, techno, melodic techno, acid techno, minimal techno",66,95,1,85,34,0,10,-6,G#/A♭ Major,4,4B,236.0,Hard Techno,0,22,13,0,1,0,0,0,1,1,0,0,0
647,124,"melodic techno, melodic house",59,80,3,11,4,0,10,-7,D Major,4,10B,215.0,Melodic Techno,2,10,1,0,0,0,0,0,0,0,1,0,0
648,118,"deep house, ",75,71,16,2,47,0,0,-8,F Minor,4,4A,202.0,Melodic Techno,2,17,12,0,0,0,0,0,0,0,1,0,0
649,126,stutter house,80,63,1,66,73,0,10,-12,G Major,4,9B,123.0,Melodic Techno,2,20,23,0,0,0,0,0,0,0,1,0,0
650,124,"stutter house, melodic house",54,59,25,93,7,10,10,-13,A Minor,4,8A,141.0,Melodic Techno,2,1,20,0,0,0,0,0,0,0,1,0,0
651,124,"tech house, house, deep house",70,83,0,27,14,0,10,-7,C♯/D♭ Major,4,3B,314.0,Melodic Techno,2,8,11,0,0,0,0,0,0,0,1,0,0
653,150,"techno, tekno, hypertechno",64,89,39,83,66,10,10,-8,F#/G♭ Major,4,2B,198.0,Hard Techno,0,18,9,1,0,0,0,0,0,0,0,0,0
654,125,"trance, progressive house, electronica, edm, melodic techno, melodic house, progressive trance, ",35,56,4,42,4,0,10,-10,F#/G♭ Major,4,2B,478.0,Melodic Techno,2,18,9,0,0,0,0,0,0,1,1,0,0
655,125,"melodic techno, melodic house, techno, progressive house, afro house",73,59,1,52,19,0,0,-10,A#/B♭ Minor,4,3A,460.0,Melodic Techno,2,3,10,0,0,0,0,0,0,0,1,0,0
658,103,"electroclash, cold wave",64,74,0,2,40,0,30,-7,D Major,4,10B,170.0,Other,3,10,1,0,0,0,0,0,0,0,0,0,0
659,125,alternative dance,66,72,5,0,56,0,10,-6,B Major,4,1B,227.0,Other,3,4,7,0,0,0,0,0,0,0,0,0,0
660,123,"melodic house, afro house, house",57,83,17,76,16,0,10,-10,F#/G♭ Minor,4,11A,219.0,Melodic Techno,2,19,2,0,0,0,0,0,0,0,1,0,0
661,125,"melodic techno, techno, acid techno, melodic house",58,84,0,89,4,0,10,-6,C Minor,4,5A,172.0,Hard Techno,0,7,14,0,1,0,0,0,0,0,1,0,0
662,128,"trance, big room, progressive house",72,72,14,0,57,0,0,-4,A Minor,4,8A,208.0,Melodic Techno,2,1,20,0,0,0,0,0,0,1,1,0,0
663,126,"melodic techno, techno, acid techno, melodic house, stutter house",68,82,1,87,17,0,10,-8,C Major,4,8B,301.0,Hard Techno,0,6,21,0,1,0,0,0,0,0,1,0,0
665,122,"afro house, organic house, melodic house",72,68,0,47,34,0,0,-7,F Minor,4,4A,381.0,Melodic Techno,2,17,12,0,0,0,0,0,0,0,1,0,0
666,140,"dubstep, edm, electro, electronic, stutter house, house, drum and bass, grime",81,84,5,23,6,0,0,-8,C♯/D♭ Minor,4,12A,146.0,Melodic Techno,2,9,4,0,0,0,0,0,0,0,1,1,0
667,134,"stutter house, house",67,73,1,39,40,0,10,-8,C♯/D♭ Minor,4,12A,198.0,Melodic Techno,2,9,4,0,0,0,0,0,0,0,1,0,0
668,112,"progressive house, melodic house, organic house, deep house, progressive trance",53,82,1,89,24,0,20,-7,F#/G♭ Minor,4,11A,200.0,Melodic Techno,2,19,2,0,0,0,0,0,0,1,1,0,0
669,108,"indie r&b, edm",82,50,3,46,82,0,0,-7,C Minor,4,5A,206.0,Melodic Techno,2,7,14,0,0,0,0,0,0,0,0,0,0
670,134,"house, tech house, ",78,67,4,0,71,10,10,-8,F#/G♭ Minor,4,11A,171.0,Melodic Techno,2,19,2,0,0,0,0,0,0,0,1,0,0
671,120,afro house,50,82,2,82,30,0,10,-10,B Major,4,1B,448.0,Melodic Techno,2,4,7,0,0,0,0,0,0,0,1,0,0
673,127,melodic techno,67,83,13,27,8,0,20,-8,F#/G♭ Minor,4,11A,223.0,Melodic Techno,2,19,2,0,0,0,0,0,0,0,0,0,0
674,124,"melodic techno, progressive house, melodic house, ",68,67,1,90,32,0,10,-11,A#/B♭ Minor,4,3A,225.0,Melodic Techno,2,3,10,0,0,0,0,0,0,0,1,0,0
675,124,"melodic house, melodic techno, progressive house, deep house, afro house",69,71,19,71,26,0,0,-12,A#/B♭ Minor,4,3A,210.0,Melodic Techno,2,3,10,0,0,0,0,0,0,0,1,0,0
676,120,organic house,99,69,19,67,69,0,10,-10,A#/B♭ Minor,4,3A,562.0,Melodic Techno,2,3,10,0,0,0,0,0,0,0,1,0,0
677,110,"edm, electro house",75,72,1,62,21,0,70,-4,E Minor,4,9A,256.0,Melodic Techno,2,15,22,0,0,0,0,0,0,0,1,0,0
678,126,"melodic techno, melodic house, techno, stutter house",69,97,1,60,7,0,30,-4,E Minor,4,9A,195.0,Melodic Techno,2,15,22,0,0,0,0,0,0,0,1,0,0
679,125,melodic techno,56,80,21,0,17,0,10,-5,C Major,4,8B,265.0,Melodic Techno,2,6,21,0,0,0,0,0,0,0,0,0,0
680,116,"progressive house, melodic house, organic house, deep house, progressive trance, melodic techno, trance",63,74,20,47,30,0,0,-8,D Major,4,10B,235.0,Melodic Techno,2,10,1,0,0,0,0,0,0,1,1,0,0
681,122,"melodic house, deep house, melodic techno, progressive house",72,33,38,47,25,0,0,-11,F#/G♭ Major,4,2B,205.0,Melodic Techno,2,18,9,0,0,0,0,0,0,0,1,0,0
682,125,"cold wave, darkwave",59,78,50,90,55,0,0,-9,C♯/D♭ Major,4,3B,150.0,Other,3,8,11,0,0,0,0,0,0,0,0,0,1
683,117,"french house, french indie pop, synthwave",38,62,76,86,3,0,10,-16,G#/A♭ Major,3,4B,280.0,Melodic Techno,2,22,13,0,0,0,0,0,0,0,1,0,0
684,133,"melodic techno, minimal techno, techno, deep house, melodic house",59,75,1,77,39,0,20,-11,G Major,4,9B,205.0,Melodic Techno,2,20,23,0,0,0,0,0,1,0,1,0,0
687,123,"melodic techno, melodic house, techno, afro house",55,75,5,43,7,0,10,-7,F Major,4,7B,302.0,Melodic Techno,2,16,19,0,0,0,0,0,0,0,1,0,0
688,116,edm,73,76,5,17,21,0,60,-6,F Minor,4,4A,271.0,Industrial/Dark,1,17,12,0,0,0,0,0,0,0,0,0,0
689,120,"melodic house, deep house",71,64,11,88,18,0,10,-11,E Minor,4,9A,233.0,Melodic Techno,2,15,22,0,0,0,0,0,0,0,1,0,0
690,124,"melodic techno, melodic house, techno, stutter house",70,91,0,59,28,0,10,-7,B Minor,4,10A,220.0,Melodic Techno,2,5,0,0,0,0,0,0,0,0,1,0,0
691,122,"latin house, tribal house, tropical house, afro house, progressive house",77,59,7,0,18,0,10,-11,F Major,4,7B,167.0,Melodic Techno,2,16,19,0,0,0,0,0,0,0,1,0,0
692,186,stutter house,61,85,55,1,4,10,0,-9,A#/B♭ Major,3,6B,159.0,Melodic Techno,2,2,17,0,0,0,0,0,0,0,1,0,0
694,121,"melodic house, melodic techno, progressive house, deep house, minimal techno",70,52,45,89,28,0,10,-12,G Minor,4,6A,250.0,Melodic Techno,2,21,16,0,0,0,0,0,1,0,1,0,0
695,123,"tropical house, deep house, ",38,50,63,94,16,0,10,-18,C♯/D♭ Major,4,3B,208.0,Melodic Techno,2,8,11,0,0,0,0,0,0,0,1,0,0
697,125,melodic techno,61,72,47,12,9,0,30,-7,B Minor,4,10A,253.0,Melodic Techno,2,5,0,0,0,0,0,0,0,0,0,0,0
698,125,"indie folk, melodic techno, melodic house, progressive house",65,94,0,63,4,0,10,-6,G Minor,4,6A,254.0,Melodic Techno,2,21,16,0,0,0,0,0,0,0,1,0,0
699,136,"deep house, bassline",71,93,10,21,55,0,0,-6,C Major,4,8B,191.0,Melodic Techno,2,6,21,0,0,0,0,0,0,0,1,1,0
700,116,organic house,78,63,49,60,18,0,10,-8,G#/A♭ Major,4,4B,406.0,Melodic Techno,2,22,13,0,0,0,0,0,0,0,1,0,0
701,127,"melodic techno, melodic house, techno, stutter house",63,91,1,22,3,0,10,-7,A Minor,4,8A,215.0,Melodic Techno,2,1,20,0,0,0,0,0,0,0,1,0,0
703,126,"trance, ",67,78,19,0,52,10,10,-6,G Major,4,9B,150.0,Trance,4,20,23,0,0,0,0,0,0,1,0,0,0
706,130,"trance, big room, electronica, progressive trance, edm",38,74,5,0,18,0,10,-3,F#/G♭ Minor,4,11A,265.0,Melodic Techno,2,19,2,0,0,0,0,0,0,1,0,0,0
707,125,"melodic techno, melodic house, indie dance, techno, progressive house",71,90,4,1,29,0,30,-5,F#/G♭ Minor,4,11A,224.0,Melodic Techno,2,19,2,0,0,0,0,0,0,0,1,0,0
708,128,"melodic techno, progressive house, melodic house",65,94,3,86,26,0,10,-7,C♯/D♭ Major,4,3B,330.0,Melodic Techno,2,8,11,0,0,0,0,0,0,0,1,0,0
709,105,tropical house,68,44,3,87,16,0,10,-11,C♯/D♭ Major,4,3B,139.0,Melodic Techno,2,8,11,0,0,0,0,0,0,0,1,0,0
710,120,"lounge, deep house",66,67,64,67,6,0,60,-10,A Major,4,11B,242.0,Melodic Techno,2,0,3,0,0,0,0,0,0,0,1,0,0
711,112,"lounge, trance",91,44,21,0,59,10,10,-11,G#/A♭ Minor,4,1A,204.0,Trance,4,23,6,0,0,0,0,0,0,1,0,0,0
712,114,"trip hop, downtempo, ",68,68,39,29,62,0,10,-13,C♯/D♭ Major,4,3B,282.0,Other,3,8,11,0,0,0,0,0,0,0,0,0,0
713,123,"progressive house, organic house, melodic house, melodic techno",77,90,0,78,20,0,0,-9,B Major,4,1B,462.0,Melodic Techno,2,4,7,0,0,0,0,0,0,0,1,0,0
714,120,"progressive house, organic house, melodic house, melodic techno",61,81,2,90,4,0,0,-10,C Minor,4,5A,532.0,Melodic Techno,2,7,14,0,0,0,0,0,0,0,1,0,0
715,127,tech house,77,82,0,31,64,0,10,-8,A#/B♭ Minor,4,3A,260.0,Melodic Techno,2,3,10,0,0,0,0,0,0,0,1,0,0
716,120,"melodic techno, melodic house, techno, afro house",61,77,33,22,5,0,30,-6,D Minor,4,7A,330.0,Melodic Techno,2,11,18,0,0,0,0,0,0,0,1,0,0
